Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
33454,9107,Male,disloyal Customer,14,Business travel,Business,707,5,4,5,5,1,5,1,1,4,4,4,3,4,1,0,0.0,satisfied
62986,2857,Female,Loyal Customer,46,Business travel,Business,3006,4,1,1,1,5,4,3,4,4,4,4,4,4,4,18,13.0,neutral or dissatisfied
101460,3659,Female,disloyal Customer,37,Business travel,Eco,431,3,1,3,3,5,3,5,5,2,4,3,1,4,5,6,0.0,neutral or dissatisfied
102785,8025,Male,Loyal Customer,42,Business travel,Business,3276,0,4,0,2,4,5,4,5,5,5,5,3,5,5,0,0.0,satisfied
79699,68553,Female,disloyal Customer,24,Business travel,Eco,2136,4,4,4,3,1,4,1,1,5,4,5,3,5,1,0,0.0,satisfied
82236,116324,Female,Loyal Customer,53,Personal Travel,Eco,337,1,4,1,4,4,4,4,5,5,1,5,1,5,3,58,64.0,neutral or dissatisfied
32031,62887,Male,Loyal Customer,41,Business travel,Business,846,1,1,1,1,3,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
48096,17802,Male,Loyal Customer,32,Business travel,Business,2443,4,4,4,4,5,5,5,5,3,2,2,1,3,5,0,0.0,satisfied
68467,8189,Male,Loyal Customer,47,Business travel,Business,3259,2,2,2,2,4,5,5,4,4,4,4,5,4,4,0,0.0,satisfied
65430,106019,Male,disloyal Customer,44,Business travel,Business,682,2,3,3,5,3,2,5,3,3,3,5,4,4,3,24,2.0,neutral or dissatisfied
70440,15865,Female,Loyal Customer,28,Business travel,Business,618,1,1,1,1,4,4,4,4,3,1,5,1,2,4,107,97.0,satisfied
38184,124106,Male,Loyal Customer,23,Business travel,Eco,529,3,5,2,5,3,3,2,3,1,4,4,4,4,3,0,0.0,neutral or dissatisfied
95559,7729,Male,Loyal Customer,35,Personal Travel,Eco,806,2,4,3,4,2,3,2,2,2,2,3,5,1,2,0,0.0,neutral or dissatisfied
98830,29370,Female,Loyal Customer,32,Business travel,Eco,2404,5,1,2,1,5,5,5,5,4,2,4,1,2,5,0,0.0,satisfied
81576,2640,Female,Loyal Customer,58,Business travel,Business,3632,2,2,2,2,4,4,4,3,3,3,3,4,3,4,16,27.0,satisfied
46222,119167,Male,Loyal Customer,44,Business travel,Business,257,5,5,5,5,4,5,4,5,5,5,5,5,5,5,0,0.0,satisfied
15793,20674,Male,Loyal Customer,34,Business travel,Business,1820,1,1,1,1,1,4,5,5,5,5,5,1,5,5,0,0.0,satisfied
37890,17848,Male,disloyal Customer,38,Business travel,Eco,615,1,4,1,1,1,4,4,3,1,5,2,4,3,4,139,109.0,neutral or dissatisfied
72207,99957,Female,Loyal Customer,25,Business travel,Eco Plus,2237,2,2,3,2,2,2,4,2,2,4,3,1,4,2,0,0.0,neutral or dissatisfied
70298,23764,Male,Loyal Customer,11,Personal Travel,Eco Plus,1083,3,1,3,3,3,3,3,3,2,2,3,3,3,3,0,36.0,neutral or dissatisfied
63345,82298,Male,disloyal Customer,24,Business travel,Eco,986,1,1,1,4,1,1,1,1,5,4,4,3,4,1,0,0.0,neutral or dissatisfied
7145,95762,Female,Loyal Customer,12,Personal Travel,Eco,453,4,4,4,3,5,4,5,5,3,2,4,5,4,5,28,10.0,neutral or dissatisfied
71634,118481,Female,disloyal Customer,28,Business travel,Business,325,1,1,1,3,5,1,5,5,3,5,5,3,4,5,0,0.0,neutral or dissatisfied
929,112588,Male,Loyal Customer,41,Business travel,Business,602,2,4,4,4,2,3,3,2,2,2,2,1,2,3,0,0.0,neutral or dissatisfied
53395,26624,Male,Loyal Customer,46,Business travel,Business,581,3,3,3,3,5,4,5,5,5,5,5,1,5,2,0,0.0,satisfied
91170,128574,Male,Loyal Customer,49,Business travel,Business,2552,1,1,3,1,5,5,5,4,3,3,5,5,4,5,9,0.0,satisfied
64628,112671,Female,Loyal Customer,31,Business travel,Business,723,4,4,4,4,5,5,5,5,3,4,4,4,5,5,1,0.0,satisfied
97316,61938,Female,Loyal Customer,36,Business travel,Business,2161,5,5,5,5,4,5,5,4,4,4,4,3,4,4,0,0.0,satisfied
82664,42573,Female,disloyal Customer,27,Business travel,Eco,315,3,3,3,3,3,3,2,3,3,1,3,1,4,3,1,20.0,neutral or dissatisfied
61644,42779,Female,Loyal Customer,23,Business travel,Business,744,4,4,4,4,4,4,4,1,3,2,2,4,3,4,295,274.0,neutral or dissatisfied
60986,89723,Male,Loyal Customer,56,Personal Travel,Eco,1096,4,2,4,2,1,4,1,1,2,1,2,2,2,1,4,0.0,neutral or dissatisfied
72890,19286,Male,Loyal Customer,38,Business travel,Eco,299,3,4,2,2,3,4,3,3,5,2,3,3,1,3,49,61.0,satisfied
60354,68670,Male,Loyal Customer,53,Business travel,Business,2597,0,4,0,3,4,5,4,4,4,4,2,4,4,3,0,0.0,satisfied
2344,98344,Male,disloyal Customer,23,Business travel,Business,1189,4,0,4,5,1,4,1,1,5,2,5,3,4,1,0,0.0,satisfied
70352,129024,Female,Loyal Customer,44,Personal Travel,Eco,2611,4,3,4,3,4,5,5,4,5,3,3,5,2,5,0,10.0,neutral or dissatisfied
25367,21806,Female,disloyal Customer,23,Business travel,Eco,341,3,0,3,3,4,3,4,4,2,5,3,3,3,4,0,0.0,neutral or dissatisfied
77340,95923,Male,Loyal Customer,47,Business travel,Business,1411,4,4,4,4,4,5,4,5,5,5,5,4,5,4,11,5.0,satisfied
43009,116015,Male,Loyal Customer,60,Personal Travel,Eco,342,4,5,5,4,2,5,2,2,3,2,4,5,5,2,0,0.0,satisfied
72799,126058,Female,disloyal Customer,40,Business travel,Business,328,2,3,3,1,3,3,3,3,4,2,4,4,5,3,0,3.0,neutral or dissatisfied
28103,29030,Female,Loyal Customer,37,Business travel,Business,2401,2,2,2,2,4,1,3,5,5,5,5,3,5,2,0,0.0,satisfied
70716,34195,Male,Loyal Customer,55,Personal Travel,Eco,1189,1,5,1,1,2,1,2,2,4,5,4,5,4,2,37,22.0,neutral or dissatisfied
38990,71595,Male,Loyal Customer,55,Business travel,Business,1012,2,2,2,2,5,1,2,2,2,2,2,1,2,4,8,11.0,neutral or dissatisfied
9839,31645,Female,Loyal Customer,42,Business travel,Eco,846,4,3,3,3,3,2,4,4,4,4,4,2,4,1,0,0.0,satisfied
56576,122063,Male,Loyal Customer,64,Business travel,Eco,130,2,4,4,4,1,2,1,1,1,3,1,3,4,1,16,8.0,satisfied
61195,66747,Female,Loyal Customer,17,Personal Travel,Eco,802,3,4,3,3,2,3,2,2,4,2,5,2,4,2,0,0.0,neutral or dissatisfied
51130,1647,Male,Loyal Customer,48,Business travel,Business,2349,5,5,5,5,5,5,5,5,5,5,5,3,5,3,0,0.0,satisfied
58842,103516,Female,Loyal Customer,62,Personal Travel,Eco,1256,3,4,3,3,2,3,4,3,3,3,3,5,3,5,0,0.0,neutral or dissatisfied
36270,38968,Male,Loyal Customer,30,Business travel,Business,230,0,0,0,4,4,4,2,4,1,1,5,1,5,4,0,39.0,satisfied
65964,98885,Female,Loyal Customer,8,Personal Travel,Eco,991,3,4,3,4,2,3,2,2,4,5,5,4,4,2,0,0.0,neutral or dissatisfied
101639,78403,Male,Loyal Customer,43,Business travel,Business,453,3,3,3,3,4,5,5,3,3,3,3,5,3,5,0,8.0,satisfied
93968,108555,Female,Loyal Customer,25,Business travel,Business,735,5,5,5,5,2,2,2,2,4,2,4,5,5,2,0,0.0,satisfied
56971,30940,Male,Loyal Customer,61,Business travel,Business,1024,4,2,4,4,3,5,3,4,4,4,4,1,4,4,4,0.0,satisfied
65468,76991,Female,Loyal Customer,59,Personal Travel,Business,368,2,4,4,2,1,5,5,2,2,4,2,4,2,1,20,16.0,neutral or dissatisfied
76433,58359,Male,disloyal Customer,37,Business travel,Eco,199,4,5,4,2,4,4,5,4,2,1,4,5,1,4,25,20.0,neutral or dissatisfied
96806,8945,Female,Loyal Customer,55,Business travel,Business,1867,3,3,3,3,2,4,4,4,4,4,4,2,4,5,0,0.0,satisfied
46468,8765,Male,Loyal Customer,40,Business travel,Business,552,3,3,3,3,4,5,5,5,5,5,5,4,5,3,0,0.0,satisfied
58847,35617,Male,Loyal Customer,31,Personal Travel,Eco Plus,1144,2,5,2,2,4,2,4,4,3,3,5,5,4,4,0,0.0,neutral or dissatisfied
58062,105873,Male,disloyal Customer,24,Business travel,Business,787,0,4,0,1,5,0,5,5,3,4,5,3,5,5,25,11.0,satisfied
93717,41948,Male,Loyal Customer,44,Business travel,Business,3013,3,3,3,3,3,1,4,5,5,5,5,5,5,1,0,0.0,satisfied
11971,49322,Female,Loyal Customer,47,Business travel,Eco,89,4,5,5,5,2,5,3,4,4,4,4,3,4,1,40,57.0,satisfied
32457,23103,Male,Loyal Customer,50,Personal Travel,Business,223,3,1,3,3,5,4,4,1,1,3,1,4,1,2,89,77.0,neutral or dissatisfied
74445,74979,Male,Loyal Customer,50,Personal Travel,Eco,2475,3,1,4,4,5,4,5,5,1,1,4,3,4,5,0,29.0,neutral or dissatisfied
17880,124671,Female,disloyal Customer,58,Business travel,Business,399,4,4,4,4,1,4,1,1,3,5,4,3,5,1,66,69.0,satisfied
66099,46240,Female,disloyal Customer,27,Business travel,Eco,455,1,3,1,3,5,1,5,5,4,3,3,2,4,5,7,1.0,neutral or dissatisfied
57544,4518,Female,disloyal Customer,23,Business travel,Eco,435,2,0,2,4,5,2,3,5,5,4,5,1,5,5,0,0.0,neutral or dissatisfied
80243,129330,Male,Loyal Customer,30,Business travel,Business,2586,3,3,3,3,3,3,3,3,4,4,2,2,4,3,5,9.0,neutral or dissatisfied
28666,54487,Male,Loyal Customer,34,Business travel,Business,3655,1,1,1,1,5,2,2,5,5,5,5,5,5,2,44,61.0,satisfied
30957,86080,Male,Loyal Customer,46,Business travel,Business,3173,3,3,3,3,4,4,5,5,5,5,5,5,5,3,35,38.0,satisfied
29413,42649,Male,Loyal Customer,35,Personal Travel,Eco,546,1,4,1,5,3,1,3,3,2,5,3,3,4,3,10,0.0,neutral or dissatisfied
29889,72091,Male,disloyal Customer,49,Personal Travel,Eco,2486,0,2,1,4,2,1,3,2,1,1,4,4,3,2,0,0.0,satisfied
73606,103185,Female,Loyal Customer,79,Business travel,Eco Plus,272,3,4,4,4,4,3,2,3,3,3,3,2,3,2,0,0.0,neutral or dissatisfied
32708,27503,Female,disloyal Customer,22,Business travel,Eco,537,2,4,2,4,3,2,3,3,2,1,4,3,4,3,33,24.0,neutral or dissatisfied
45498,58032,Female,Loyal Customer,59,Personal Travel,Eco Plus,1721,4,4,4,3,2,2,3,4,4,4,2,2,4,1,1,0.0,satisfied
55847,72484,Male,Loyal Customer,47,Business travel,Business,3292,2,3,3,3,2,2,2,2,2,1,2,2,2,1,1,6.0,neutral or dissatisfied
10591,29231,Male,Loyal Customer,36,Business travel,Eco,569,5,3,3,3,5,5,5,5,1,1,3,1,3,5,0,0.0,satisfied
50940,76756,Male,Loyal Customer,58,Business travel,Business,2618,2,3,3,3,3,3,3,2,2,2,2,2,2,3,24,8.0,neutral or dissatisfied
48380,104649,Male,Loyal Customer,64,Personal Travel,Eco,1754,2,5,2,3,1,2,1,1,1,5,2,2,3,1,0,0.0,neutral or dissatisfied
96487,102753,Female,Loyal Customer,57,Personal Travel,Eco Plus,365,1,5,1,2,1,5,5,3,4,5,4,5,3,5,199,192.0,neutral or dissatisfied
4160,113752,Male,Loyal Customer,46,Personal Travel,Eco,236,2,4,2,1,1,2,4,1,5,3,4,4,5,1,31,23.0,neutral or dissatisfied
54399,32829,Female,Loyal Customer,37,Business travel,Eco,102,4,5,5,5,4,4,4,4,4,4,1,4,2,4,0,0.0,neutral or dissatisfied
21529,99344,Male,Loyal Customer,46,Business travel,Eco,1771,1,3,3,3,1,1,1,1,2,1,4,1,3,1,0,0.0,neutral or dissatisfied
81110,35486,Female,Loyal Customer,39,Personal Travel,Eco,1056,3,1,3,3,2,3,2,2,4,2,4,4,3,2,12,3.0,neutral or dissatisfied
26021,104049,Female,Loyal Customer,31,Personal Travel,Eco,1044,4,3,4,5,3,4,4,3,1,5,2,5,5,3,31,32.0,satisfied
63351,96176,Male,disloyal Customer,25,Business travel,Business,546,5,0,5,1,1,5,1,1,4,4,5,4,4,1,0,0.0,satisfied
30585,48868,Female,Loyal Customer,34,Business travel,Business,3686,5,5,5,5,3,4,5,5,5,5,5,3,5,1,0,0.0,satisfied
96811,51251,Male,Loyal Customer,31,Business travel,Eco Plus,86,4,1,1,1,4,4,4,4,5,3,1,3,1,4,0,0.0,satisfied
26652,33939,Male,disloyal Customer,28,Business travel,Business,1072,4,4,4,3,4,4,4,4,5,3,5,4,1,4,0,0.0,satisfied
11558,105367,Female,Loyal Customer,50,Business travel,Business,369,3,3,3,3,3,5,4,4,4,4,4,4,4,5,4,0.0,satisfied
37356,33263,Male,Loyal Customer,44,Personal Travel,Eco Plus,163,2,5,0,4,4,0,4,4,4,2,5,5,4,4,0,0.0,neutral or dissatisfied
21556,114592,Female,Loyal Customer,74,Business travel,Business,390,4,4,4,4,2,4,5,5,5,5,5,5,5,3,14,15.0,satisfied
24955,123961,Female,Loyal Customer,37,Personal Travel,Business,184,3,5,3,1,1,1,2,3,3,3,3,5,3,2,13,14.0,neutral or dissatisfied
21191,74135,Female,Loyal Customer,45,Business travel,Business,3897,1,5,5,5,1,1,1,4,2,4,3,1,1,1,123,134.0,neutral or dissatisfied
77341,48878,Female,Loyal Customer,53,Business travel,Eco,326,5,2,2,2,2,2,2,5,5,5,5,5,5,3,0,0.0,satisfied
84945,20711,Female,Loyal Customer,7,Personal Travel,Business,765,1,5,1,3,5,1,4,5,5,4,5,3,4,5,11,6.0,neutral or dissatisfied
35942,18657,Male,Loyal Customer,49,Personal Travel,Eco,201,3,5,3,4,2,3,2,2,4,3,1,1,2,2,0,0.0,neutral or dissatisfied
17292,72105,Male,Loyal Customer,50,Business travel,Eco Plus,986,2,2,2,2,2,2,2,2,3,2,1,3,2,2,18,0.0,satisfied
23044,12320,Male,Loyal Customer,36,Business travel,Business,253,1,4,4,4,4,2,3,1,1,2,1,4,1,2,0,12.0,neutral or dissatisfied
50813,127657,Female,Loyal Customer,47,Business travel,Business,2153,2,5,5,5,2,3,4,2,2,2,2,3,2,2,0,16.0,neutral or dissatisfied
38436,59935,Female,Loyal Customer,51,Business travel,Business,937,4,2,2,2,1,3,4,4,4,4,4,3,4,3,0,0.0,neutral or dissatisfied
2749,19409,Female,Loyal Customer,69,Personal Travel,Business,645,3,5,2,2,2,4,3,2,2,2,2,3,2,2,69,46.0,neutral or dissatisfied
29614,93834,Male,Loyal Customer,44,Business travel,Business,2965,4,4,4,4,5,4,5,5,5,5,5,3,5,2,0,0.0,satisfied
14169,39708,Male,Loyal Customer,23,Business travel,Business,2398,5,5,5,5,4,4,4,4,5,2,3,5,3,4,0,5.0,satisfied
50996,127336,Female,Loyal Customer,59,Business travel,Business,1719,5,5,5,5,4,4,4,3,3,3,3,5,3,5,0,0.0,satisfied
83736,66559,Female,Loyal Customer,22,Personal Travel,Eco,328,1,1,1,3,1,1,1,1,4,3,3,4,4,1,5,14.0,neutral or dissatisfied
18644,98120,Female,Loyal Customer,40,Personal Travel,Eco,472,2,3,1,4,2,1,2,2,3,4,2,1,3,2,0,0.0,neutral or dissatisfied
58410,68846,Male,Loyal Customer,43,Business travel,Business,936,2,2,2,2,4,4,5,5,5,5,5,4,5,3,0,0.0,satisfied
29838,37579,Female,Loyal Customer,37,Business travel,Eco,610,2,3,3,3,2,2,2,4,2,3,3,2,2,2,161,155.0,neutral or dissatisfied
26669,79419,Male,Loyal Customer,41,Personal Travel,Eco,502,2,5,2,3,3,2,3,3,4,5,5,4,5,3,34,14.0,neutral or dissatisfied
51709,7606,Female,Loyal Customer,40,Business travel,Business,802,2,5,5,5,3,3,4,2,2,2,2,1,2,1,0,0.0,neutral or dissatisfied
43286,103893,Female,Loyal Customer,43,Business travel,Business,3466,1,1,1,1,5,5,4,4,4,4,4,3,4,3,0,0.0,satisfied
4281,27580,Female,Loyal Customer,46,Personal Travel,Eco,956,4,4,4,2,4,5,5,3,3,4,3,4,3,4,0,0.0,neutral or dissatisfied
64660,45446,Male,Loyal Customer,57,Business travel,Business,3975,1,1,1,1,5,5,5,3,2,4,4,5,5,5,228,219.0,satisfied
9808,47593,Female,disloyal Customer,37,Business travel,Eco,1482,5,5,5,1,3,5,3,3,5,4,5,4,1,3,18,13.0,satisfied
94690,64762,Female,Loyal Customer,59,Business travel,Business,2806,4,4,4,4,4,4,5,4,4,4,4,5,4,3,0,0.0,satisfied
20643,117656,Male,Loyal Customer,51,Business travel,Business,1449,3,3,3,3,5,5,4,5,5,5,5,5,5,3,0,0.0,satisfied
652,128777,Male,Loyal Customer,53,Business travel,Business,2248,3,3,3,3,2,5,5,3,3,3,3,4,3,3,0,0.0,satisfied
31217,24593,Female,Loyal Customer,28,Business travel,Business,526,3,3,3,3,4,4,4,4,2,5,4,4,4,4,0,0.0,satisfied
15387,49906,Male,Loyal Customer,41,Business travel,Eco,86,4,4,4,4,4,4,4,4,2,2,1,4,2,4,2,9.0,satisfied
101890,118662,Male,Loyal Customer,62,Business travel,Business,338,1,1,1,1,1,3,3,1,1,1,1,4,1,2,37,19.0,neutral or dissatisfied
31292,78734,Female,Loyal Customer,58,Business travel,Business,447,3,3,3,3,3,4,4,5,5,5,5,4,5,3,0,0.0,satisfied
24701,7008,Male,Loyal Customer,45,Business travel,Eco,299,2,3,5,3,3,2,3,3,3,3,3,3,4,3,20,26.0,neutral or dissatisfied
40441,83083,Female,Loyal Customer,60,Business travel,Business,1557,1,4,4,4,4,3,4,1,1,1,1,2,1,3,0,8.0,neutral or dissatisfied
88044,14668,Female,Loyal Customer,50,Business travel,Business,3254,3,2,2,2,4,4,3,3,3,3,3,3,3,2,42,36.0,neutral or dissatisfied
100600,108015,Female,Loyal Customer,41,Business travel,Eco,589,2,3,3,3,1,2,1,1,2,3,3,3,3,1,11,1.0,neutral or dissatisfied
69914,93747,Male,Loyal Customer,41,Business travel,Business,2369,3,3,3,3,2,4,5,3,3,3,3,4,3,3,0,0.0,satisfied
49343,38090,Male,Loyal Customer,45,Business travel,Business,1237,1,3,4,4,2,2,2,1,1,1,1,2,1,1,6,15.0,neutral or dissatisfied
90426,83109,Male,Loyal Customer,15,Personal Travel,Eco,983,3,3,2,5,5,2,3,5,2,5,5,2,5,5,1,6.0,neutral or dissatisfied
22050,108943,Female,Loyal Customer,53,Business travel,Business,3652,3,3,3,3,4,4,4,3,2,4,4,4,3,4,167,172.0,satisfied
19067,15017,Male,Loyal Customer,14,Personal Travel,Eco,557,4,2,4,4,1,4,1,1,4,3,3,2,4,1,92,86.0,satisfied
35069,117927,Female,Loyal Customer,52,Business travel,Business,255,0,0,0,3,4,4,5,3,3,3,3,5,3,5,0,0.0,satisfied
37255,71484,Male,Loyal Customer,41,Business travel,Business,3017,3,3,3,3,3,5,5,4,4,4,4,5,4,4,1,0.0,satisfied
103891,83013,Male,Loyal Customer,54,Business travel,Business,1991,5,5,5,5,2,5,5,4,4,5,4,5,4,4,35,31.0,satisfied
17789,40849,Male,Loyal Customer,11,Personal Travel,Eco,532,5,1,5,2,2,5,1,2,4,5,3,1,2,2,0,0.0,satisfied
71011,65576,Female,Loyal Customer,54,Business travel,Business,2094,2,2,2,2,2,4,5,5,5,5,5,5,5,4,0,10.0,satisfied
27088,79726,Male,Loyal Customer,23,Personal Travel,Eco,712,3,5,3,2,4,3,4,4,3,2,5,4,5,4,4,3.0,neutral or dissatisfied
96727,121951,Male,Loyal Customer,31,Business travel,Business,347,2,2,2,2,4,4,4,4,5,2,4,3,4,4,0,0.0,satisfied
24073,64127,Female,Loyal Customer,48,Personal Travel,Eco,2288,4,4,3,3,2,4,4,3,3,3,3,2,3,2,0,0.0,neutral or dissatisfied
94835,87214,Male,Loyal Customer,70,Personal Travel,Eco,946,1,4,1,5,4,1,1,4,3,4,3,4,2,4,0,1.0,neutral or dissatisfied
52968,33577,Male,disloyal Customer,22,Business travel,Eco,399,2,0,2,3,1,2,1,1,1,3,5,1,4,1,0,0.0,neutral or dissatisfied
34802,34942,Male,Loyal Customer,46,Personal Travel,Eco,395,4,4,4,5,5,4,5,5,4,2,3,3,3,5,0,0.0,neutral or dissatisfied
62070,28019,Female,Loyal Customer,7,Business travel,Business,3395,4,4,4,4,5,5,5,5,5,1,2,1,3,5,0,0.0,satisfied
80995,71260,Male,Loyal Customer,24,Personal Travel,Eco,733,0,4,0,2,2,0,2,2,4,5,5,5,2,2,0,0.0,satisfied
37007,72844,Female,Loyal Customer,39,Business travel,Business,3740,1,1,2,1,5,4,4,5,5,5,5,5,5,3,25,7.0,satisfied
691,114287,Male,Loyal Customer,64,Personal Travel,Eco,862,3,5,2,3,4,2,4,4,3,5,5,4,5,4,25,21.0,neutral or dissatisfied
92110,33742,Male,Loyal Customer,46,Business travel,Eco,2277,4,2,2,2,4,5,5,3,4,4,4,5,1,5,144,158.0,satisfied
34668,24350,Female,Loyal Customer,17,Personal Travel,Eco,634,2,4,2,1,2,2,2,2,4,5,4,3,5,2,0,0.0,neutral or dissatisfied
77738,25697,Male,Loyal Customer,46,Business travel,Business,1733,2,2,2,2,4,4,3,2,2,2,2,2,2,3,17,8.0,neutral or dissatisfied
13871,95750,Male,disloyal Customer,23,Business travel,Eco,181,2,2,2,1,5,2,5,5,4,4,2,3,2,5,3,2.0,neutral or dissatisfied
72288,21321,Female,disloyal Customer,42,Business travel,Business,674,3,3,3,2,3,3,3,3,5,2,4,5,4,3,0,0.0,neutral or dissatisfied
89489,74953,Female,disloyal Customer,55,Business travel,Business,2475,2,2,2,3,1,2,1,1,5,2,4,4,5,1,0,0.0,neutral or dissatisfied
60772,126957,Female,Loyal Customer,44,Business travel,Business,2028,0,0,0,3,2,4,4,1,1,1,1,5,1,4,0,0.0,satisfied
14731,118735,Female,Loyal Customer,64,Personal Travel,Eco,370,3,0,3,1,2,4,4,3,3,3,5,5,3,4,52,40.0,neutral or dissatisfied
13514,121194,Female,Loyal Customer,67,Personal Travel,Eco,2402,3,4,4,1,4,1,1,3,2,2,3,1,5,1,110,157.0,neutral or dissatisfied
90806,40498,Female,Loyal Customer,40,Personal Travel,Eco,461,3,4,3,1,2,3,2,2,4,3,4,5,4,2,0,0.0,neutral or dissatisfied
39455,40273,Female,Loyal Customer,14,Personal Travel,Eco,387,4,5,4,5,4,4,4,4,4,4,4,4,5,4,0,12.0,neutral or dissatisfied
5224,104146,Male,Loyal Customer,46,Business travel,Business,349,5,5,5,5,4,5,4,5,5,5,5,3,5,3,0,0.0,satisfied
27040,86698,Female,Loyal Customer,39,Business travel,Business,1747,3,3,3,3,3,5,5,4,4,5,4,3,4,5,23,15.0,satisfied
89479,95242,Male,Loyal Customer,25,Personal Travel,Eco,562,3,5,2,1,5,2,5,5,5,3,2,3,5,5,19,9.0,neutral or dissatisfied
23550,86902,Male,Loyal Customer,40,Business travel,Business,352,4,4,4,4,5,5,4,4,4,4,4,3,4,3,0,0.0,satisfied
64209,35574,Male,disloyal Customer,29,Business travel,Eco Plus,828,3,3,3,5,1,3,2,1,5,2,2,2,1,1,0,3.0,neutral or dissatisfied
48466,77052,Male,Loyal Customer,29,Personal Travel,Eco,920,2,4,2,2,3,2,3,3,5,3,4,5,5,3,0,0.0,neutral or dissatisfied
38328,109873,Male,Loyal Customer,45,Business travel,Business,2757,1,1,1,1,3,5,5,4,4,4,4,5,4,4,7,0.0,satisfied
55870,12819,Female,disloyal Customer,26,Business travel,Eco,817,3,3,3,4,2,3,3,2,3,2,3,3,4,2,0,0.0,neutral or dissatisfied
15395,113329,Female,Loyal Customer,41,Business travel,Business,386,1,1,1,1,2,4,5,4,4,4,4,5,4,3,83,81.0,satisfied
88958,19821,Male,disloyal Customer,11,Business travel,Eco,528,1,2,1,4,3,1,3,3,4,5,4,1,3,3,123,113.0,neutral or dissatisfied
46886,51507,Male,disloyal Customer,36,Business travel,Eco,598,3,0,3,3,5,3,3,5,2,1,5,3,2,5,0,0.0,neutral or dissatisfied
89197,126517,Male,Loyal Customer,18,Personal Travel,Eco,313,1,5,1,3,1,1,1,1,3,5,5,4,5,1,0,0.0,neutral or dissatisfied
44080,5266,Female,Loyal Customer,55,Personal Travel,Eco,293,1,4,1,1,3,5,5,2,2,1,2,5,2,4,0,0.0,neutral or dissatisfied
50961,63317,Female,disloyal Customer,37,Business travel,Eco,337,3,4,3,4,4,3,4,4,4,5,3,1,3,4,0,0.0,neutral or dissatisfied
306,59599,Female,Loyal Customer,30,Business travel,Business,3720,2,1,1,1,2,3,2,2,2,4,3,3,4,2,27,12.0,neutral or dissatisfied
100885,12662,Female,Loyal Customer,28,Business travel,Business,2744,1,1,1,1,4,4,4,4,3,2,4,5,5,4,0,0.0,satisfied
11848,16165,Female,Loyal Customer,37,Business travel,Business,199,3,2,2,2,2,4,3,3,3,3,3,4,3,2,2,0.0,neutral or dissatisfied
50627,75242,Male,Loyal Customer,54,Personal Travel,Eco,1744,4,1,4,4,2,4,2,2,1,2,4,1,4,2,20,7.0,neutral or dissatisfied
75030,57701,Male,Loyal Customer,39,Personal Travel,Eco,867,1,1,1,3,1,1,1,1,2,4,4,4,4,1,0,0.0,neutral or dissatisfied
5416,20331,Female,Loyal Customer,47,Business travel,Eco,265,3,3,3,3,5,3,1,3,3,3,3,3,3,5,36,30.0,satisfied
83096,106136,Male,Loyal Customer,55,Business travel,Business,302,2,5,5,5,2,2,2,2,2,2,2,1,2,3,5,5.0,neutral or dissatisfied
15471,18701,Male,Loyal Customer,51,Business travel,Eco Plus,190,3,2,2,2,3,3,3,3,1,1,4,3,3,3,117,107.0,neutral or dissatisfied
85631,12047,Male,disloyal Customer,47,Business travel,Eco,376,4,5,3,3,3,3,5,3,1,4,1,5,5,3,0,0.0,neutral or dissatisfied
86098,73263,Male,Loyal Customer,12,Personal Travel,Eco,675,3,4,3,3,4,3,3,4,5,2,5,4,4,4,0,0.0,neutral or dissatisfied
40390,60602,Male,disloyal Customer,24,Business travel,Business,991,4,5,4,4,2,4,2,2,4,5,4,5,5,2,49,41.0,satisfied
60204,100118,Male,Loyal Customer,43,Business travel,Business,725,2,2,2,2,4,5,5,3,3,3,3,5,3,5,88,64.0,satisfied
85353,24474,Male,Loyal Customer,42,Business travel,Business,547,2,3,2,3,2,3,3,2,2,2,2,2,2,2,4,9.0,neutral or dissatisfied
20314,83649,Male,disloyal Customer,25,Business travel,Business,577,1,4,1,2,5,1,5,5,4,2,4,4,4,5,0,0.0,neutral or dissatisfied
71983,113640,Female,Loyal Customer,50,Personal Travel,Eco,386,3,5,3,2,3,4,4,2,2,3,2,3,2,4,0,0.0,neutral or dissatisfied
50233,6675,Female,Loyal Customer,43,Business travel,Business,3477,2,2,2,2,3,5,5,5,5,5,5,4,5,4,6,8.0,satisfied
69299,36660,Female,Loyal Customer,16,Personal Travel,Eco,1121,1,4,1,3,1,1,1,5,3,5,4,1,4,1,156,141.0,neutral or dissatisfied
10792,18769,Male,Loyal Customer,59,Business travel,Business,448,5,5,5,5,2,4,5,2,2,2,2,4,2,4,0,10.0,satisfied
95518,81161,Male,Loyal Customer,51,Personal Travel,Business,196,2,5,2,3,2,5,5,3,3,2,3,5,3,4,20,22.0,neutral or dissatisfied
102266,75365,Male,Loyal Customer,48,Personal Travel,Eco Plus,2486,3,1,3,4,1,3,1,1,3,4,3,1,3,1,2,0.0,neutral or dissatisfied
